,總計,新北市,臺北市,桃園市,臺中市,臺南市,高雄市,宜蘭縣,新竹縣,苗栗縣,彰化縣,南投縣,雲林縣,嘉義縣,屏東縣,臺東縣,花蓮縣,澎湖縣,基隆市,新竹市,嘉義市,金門縣,連江縣
2012-07,904.6614864159814,435.79883810735004,590.3575434971159,1007.0847123452461,1495.1760858524804,790.8369353844713,1292.2708011646648,1293.3083831682347,971.626956695393,661.0254423717308,772.9443333951176,867.5757017382224,806.70322596966,751.8431378416491,956.1329013115169,1021.9634031381325,1188.2284972334228,949.4930932034672,595.1877089770178,978.994189882308,1111.978437928038,394.6293696025256,0.0
2012-08,821.0018017788888,423.5953552578487,524.4593904116219,927.8197717504075,1344.3490288571988,785.312736431807,1202.3612097670054,1042.4163122887364,839.7593456779235,591.5919330310826,684.7554961245916,789.4130301167794,768.9128668501562,677.4116885328424,689.4996069968513,978.9309368633643,977.5812018287921,795.7803238213779,547.990173239019,843.337632701657,969.0529441891828,410.1049868766404,0.0
2012-09,875.2432603305376,424.3514148394851,567.1775265658151,971.0146930764233,1490.385835623842,773.018720566235,1271.7221011687166,1057.9540695239425,878.6774277531892,694.4777474054773,777.2543068353745,878.2145149450204,756.6370996890475,658.9563778366013,1027.4335222585387,864.8801302615379,981.1201469592731,774.6880861126967,537.6956430760429,868.5554600983734,1020.8632006456868,333.7813822157671,0.0
2012-10,978.8528545166906,518.6690357889258,643.4975082742087,1159.7866308321702,1668.008807026823,834.4146865493842,1415.131027449941,1125.5611445822553,753.5550009084736,681.6971418427125,921.0483792780274,897.5780767996248,845.07081862193,820.2477597685328,1072.0945771337708,878.5367727238613,915.6307413328243,730.1342635784691,596.3282084445375,1082.2944642642403,980.5077998289639,545.7392082308209,0.0
2012-11,929.8425433729495,461.24746612332933,627.4789349031788,1068.2096471112498,1614.198085324774,791.5892709616986,1387.3804536309303,1096.9407782827534,745.2234046008946,642.2311322428415,870.2061719238096,832.2473754415909,781.9971870604782,773.505289989568,963.039992360892,755.3570718649369,888.9604830217497,567.1173223960707,572.550953058774,1111.8099181924608,976.8396840200086,400.1992102735584,0.0
2012-12,999.7502983167395,520.9040681033837,631.8208785938787,1097.9424784536793,1761.7089396113738,834.3763037129745,1505.7623119641526,1131.7175285382527,1009.5554711608743,659.6025362781395,900.8607027790514,955.4091150258748,834.0471257723375,828.1449366056925,1039.0929603781738,861.8708342909677,984.5162445180345,687.9596936555953,617.786415592611,1148.0435033206218,977.0665880097338,424.36190998222986,0.0
2013-01,1014.2731386928159,460.5150816786295,635.5061788022801,1091.6229992858678,1764.0149874286021,1011.74076268462,1457.82457019186,1218.9298275835752,1130.4734071858456,740.8418302692374,1000.2123527764355,957.613120453501,958.0363209717104,811.7674408140922,1083.99315102822,858.0539866338188,1000.0328368991221,495.31472702093464,686.9643865991549,1179.927135973675,866.3402837172265,298.8879609687486,0.0
2013-02,820.1948835168091,361.2194403026532,495.1183201999306,809.2095424744005,1366.7056516291846,868.7021748902035,1196.4322211251429,979.0688597227644,872.5139068810486,639.6818955847774,703.3209213350169,898.2133824177134,782.4660063554253,810.3454097308978,1066.969538311203,959.9773498431741,955.2495440176004,404.37125324760666,403.33708366060245,946.6716153553425,851.7856155165102,218.931439430428,0.0
2013-03,969.5832523490097,528.2937709015891,622.906140965751,975.1017144677951,1676.4206912474776,948.2731600446034,1389.3806838300702,1072.8326926138086,1248.7460191461698,756.5744012076841,817.3795519651744,771.5500074076497,868.6849630210526,766.1381940545423,1044.3200076544572,818.9536870623024,988.4373730858359,605.8647709831165,602.6671339328146,1067.7116943763274,954.8739124023006,417.87458539005985,0.0
2013-04,884.443412162886,492.9729795525256,607.6778680211761,924.6055679835782,1487.2695744855596,807.9788576209511,1325.7554628934217,966.084544391912,939.476061427281,614.8623027390609,838.3933335027057,691.1475359338963,800.2096323825679,766.9908205485864,735.5327709037247,752.7653054898731,848.4906427017854,615.434284734203,586.8856290033035,881.6687926765213,1013.4960823769616,320.0664354114584,0.0
2013-05,978.4004686176635,548.2952277022172,552.5509122872996,1069.4887676659698,1648.615092757347,916.406708203354,1460.2795330560075,948.5762633509383,1004.8666699592355,701.5156990710232,997.4689706274272,813.0159616996272,894.7467796161184,839.1471555545521,874.1044227580331,842.355403044893,1127.0115062792777,685.2006731088965,666.8933927072152,1016.7363232565549,1043.079554166421,352.93712554231803,0.0
2013-06,984.5694948037016,620.6616724817268,571.3105162155974,1059.0619764836197,1609.1959143128233,937.0388509906371,1306.1820191630936,1094.6310744392742,988.764897897214,706.6361815435131,1000.0246539205897,915.6838326862501,838.6293836003557,858.715015837266,1093.126165465397,1082.4863469191284,1157.0613631199396,815.9071678955639,688.6795964709823,1016.2744409319752,1017.3577450044418,291.6702410568757,0.0
2013-07,1003.4379849629057,586.1777562513805,646.0699709063471,1094.6217323873107,1641.3434529725791,937.5232388904824,1369.3524107222524,1044.4012245004753,1213.019489811584,754.2412793065229,812.9981058300056,879.4074028360889,898.1926164900832,915.7405627847558,1077.458881665534,1083.1446708394371,1223.4446697895914,825.0576031070462,667.8480392939437,1147.172921100256,962.3077688839073,366.80343600986106,0.0
2013-08,992.7181401127624,631.9363303892763,665.5438798486364,1119.8510264729057,1600.838354262524,872.1174182350085,1313.5701765242595,983.3249027576703,1150.695716686602,697.3167463979343,966.7220951504316,883.6376545401225,836.5497472011557,805.1059176227692,964.6159213135634,919.4401631006898,1283.9390892113202,935.0304638957591,630.7301300049235,1071.9342796625047,995.3550099535502,381.8575247146676,0.0
2013-09,964.9525863966089,669.6392982605322,509.4004140836163,1126.1233668638442,1597.3073009435939,839.1743586556852,1294.9555383006757,1035.8061843080814,1101.7149336230925,668.8998720596277,851.4182592198417,868.7527027861864,818.5454165690528,886.7857601074709,1016.8613893747357,742.2585104160647,1128.6107310822988,713.4531130672455,639.295922091137,1026.7540771960023,984.8546325053669,428.8453129729911,0.0
2013-10,1076.3598208598232,703.1286568572755,710.0686996126119,1195.6636741603413,1807.0920861075488,928.415845317847,1486.6373536703788,1018.4098849000563,1248.2202003950495,861.5626304727803,855.4326529982568,956.1503647858513,896.4203886935273,940.0660689004246,1141.6782905301654,875.8046733293025,1056.8419287814284,709.3615745828755,703.6172322256692,1184.9947411475985,992.7334861183383,334.6328241337193,0.0
2013-11,1085.747103219368,726.8849817064751,676.8316827257431,1297.3229129745998,1833.8703107062177,893.7324028178856,1464.2589500579768,1007.6028212878997,1171.6892702696582,778.2527871177939,1047.7101592396002,900.5526997255827,953.3305839750072,845.9725663182065,1097.5133583556997,920.5113952195665,1116.8968831689929,608.5820039308411,655.889810511834,1142.309848626425,974.4070511637522,416.53823404450293,0.0
